departement;nom;adresse_1;adresse2;adresse3;code_postal;ville;email;telephone;fax;web;wgs84
77;Gymnase d'Hautefeuille;5 route de Pézarches;;;77515;Hautefeuille;;;;;48.7638938,2.9684557
75;Le Sunset;60, rue des Lombards;;;75001;Paris 01;;01 40 26 46 60;;http://www.sunset-sunside.com/;48.8597984,2.3477737
94;L'Orangerie de Cachan;15 rue Gallieni;;;94230;Cachan;;01 49 69 17 90;;;48.7963709,2.3318139
95;Théâtre La Bergerie de Survilliers;Place de la Bergerie;;;95470;Survilliers;;;;http://www.ville-survilliers.fr/content/heading4231096/content4239731.html;49.090066,2.569784
91;Théâtre de Corbeil-Essonnes;20-22, rue Félicien Rops;;;91100;Corbeil-Essonnes;;;;http://www.theatre-corbeil-essonnes.fr/;48.6116195,2.4770644
91;Moulin de la Boisselle;3, rue René Dècle;;;91180;Saint-Germain-lès-Arpajon;;01 64 90 01 68;;;48.5950406,2.259494
91;Médiathèque Simone de Beauvoir à Athis-Mons;45 rue Geneviève Anthonioz de Gaulle;;;91200;Athis-Mons;slarigauderie@mairie-athis-mons.fr;01 69 57 81 81;01 69 57 81 85;http://www.mediatheques.portesessonne.fr;48.7127674,2.3956067
92;Centre culturel Les 3 Pierrots;6 rue du Mont-Valérien;;;92210;Saint-Cloud;p.jacquemont@saintcloud.fr;01 46 02 74 44;01 47 71 04 00;http://www.saintcloud.fr/3-pierrots/index.php?rub=63;48.8524412,2.2163441
93;Le Cap;56 rue Auguste Renoir;;;93600;Aulnay-sous-Bois;lecap@aulnay-sous-bois.com;01 48 66 40 38;;http://www.lecap-aulnaysousbois.com;48.9576644,2.4946147
75;Comédie et Studio des Champs Élysées;15, avenue Montaigne;;;75008;Paris 08;contact@comediedeschampselysees.com;01 53 23 99 10;01 53 23 99 09;http://www.comediedeschampselysees.com;48.8656057,2.303239
75;Max Linder Panorama;24 Boulevard Poissonnière;;;75009;Paris 09;bureaumaxlinder@free.fr;01 48 00 90 24;;http://maxlinder.cine.allocine.fr;48.8713917,2.3448744
75;Le Divan du Monde;75, rue des Martyrs;;;75018;Paris 18;;;;http://www.divandumonde.com;48.882444,2.339593
75;Vingtième Théâtre;7, rue des Plâtrières;;;75020;Paris 20;;01 43 66 01 34;01 46 36 76 75;http://www.vingtiemetheatre.com;48.8678999,2.389464
75;Théâtre de la Vieille Grille;1, rue du Puits de l'Ermite (entrée public);9, rue Larrey (administration);;75005;Paris 05;vieillegrille@gmail.com;01 47 07 22 11;;http://www.vieillegrille.fr;48.8421677,2.3535101
75;Théâtre Les Enfants terribles;157, rue Pelleport;;;75020;Paris 20;contact@lesenfantsterribles.fr;01 46 36 19 66;01 46 36 19 66;http://www.lesenfantsterribles.fr/;48.874185,2.396586
77;Médiathèque Alain Peyrefitte de Montereau-Fault-Yonne;3 rue André-Thomas;;;77130;Montereau-Fault-Yonne;mediatheque@ville-montereau77.fr;01 60 57 21 26;;;48.3960984,2.9547483999999997
91;Centre culturel Robert Desnos;Allée Jean Wiener;;;91130;Ris-Orangis;;01 69 02 72 72;01 69 43 65 66;;48.6472041,2.4015326
91;La Terrasse;Avenue de la Terrasse;;;91190;Gif-sur-Yvette;;;;;48.7046099,2.1323555
92;L'Avant-Scène;6 place du 8 Mai 1945;;;92500;Rueil-Malmaison;avantscene@free.fr;01 47 14 09 24;01 47 08 64 89;;48.8715798,2.2031333
92;Centres culturels de Rueil-Malmaison;20, bd Edmond Rostand;;;92500;Rueil-Malmaison;;01 47 51 85 45;01 47 08 26 09;http://lescentresculturels-rueil.com;48.87451859999999,2.1901748
93;Médiathèque Max-Pol Fouchet à Villetaneuse;7 rue Paul Langevin;;;93340;Villetaneuse;;;;http://www.mediatheques-plainecommune.fr/;48.9516753,2.3405755
75;Le Petit Casino;17, rue Chapon;;;75003;Paris 03;;01 42 78 36 50;;http://www.lepetitcasino.fr;48.8634259,2.3560048
75;Café de la Gare;41, rue du Temple;;;75004;Paris 04;cdlg5@wanadoo.fr;01 42 78 52 51;01 42 78 10 29;http://www.cdlg.fr;48.859552,2.353949
75;Théâtre de la Huchette;23, rue de la Huchette;;;75005;Paris 05;administration@theatre-huchette.com;09 60 40 30 29;;http://www.theatredelahuchette.com;48.8530589,2.3453459
75;Petit Théâtre de Paris;15, rue Blanche;;;75009;Paris 09;contact@theatredeparis.com;;;http://www.theatredeparis.com;48.8786247,2.33155
75;Théâtre de la Renaissance;20, boulevard Saint-Martin;;;75010;Paris 10;contact@theatredelarenaissance.com;01 42 02 47 35;01 42 03 17 84;http://www.theatredelarenaissance.com;48.86904939999999,2.3563207
75;Maison rouge;10 boulevard de la bastille;;;75012;Paris 12;;01 40 01 08 81;01 40 01 08 83;http://www.lamaisonrouge.org/;48.847334,2.367529
75;Élysée Montmartre;72, boulevard Rochechouart;;;75018;Paris 18;ccil@elyseemontmartre.com;;01 42 23 46 50;http://www.elyseemontmartre.com;48.88294639999999,2.3437224
75;Péniche L’antipode;55, quai de la Seine;;;75019;Paris 19;;;;http://www.abricadabra.fr/peniche.html;48.8871395,2.375465
77;Médiathèque du Château des Dames;Rue du 19 mars 1962;;;77820;Le Châtelet-en-Brie;mediatheque@chatelet-en-brie.fr;01 60 66 53 96;;http://www.chatelet-en-brie.fr/vie-mediatheque.php;48.5044134,2.7878871
78;Ferme du Manet;61 Avenue du Manet;;;78180;Montigny-le-Bretonneux;accueil@ferme-du-manet.com;01 30 12 30 30;01 30 64 90 26;http://www.ferme-du-manet.com/;48.7646228,2.0204737
91;Espace Brel Brassens;8 place des Copains-d'Abord;;;91080;Courcouronnes;espace.brelbrassens@courcouronnes.fr;01 64 97 86 02;01 64 97 12 62;;48.6285461,2.4182264
92;Théâtre du Petit Miroir;74 rue du Gouverneur Général Eboué;;;92130;Issy-Les-Moulineaux;theatredupetitmiroir@gmail.com;01 46 38 02 67;01 40 50 19 54;http://www.theatre-ombres-chinoises-marionnettes.fr;48.8251444,2.2669894
92;Théâtre Firmin Gémier;Place Firmin Gémier;;;92160;Antony;;;;http://www.theatrefirmingemier-lapiscine.fr;48.753618,2.3032393
93;Espace lumière;6 Avenue de Lattre de Tassigny;;;93800;Épinay-sur-Seine;;01 42 35 44 96;;http://www.epinay-sur-seine.fr/epinay/rb030207.asp;48.954128,2.313523
94;Conservatoire municipal de musique de Vitry;71, rue Camille-Groult;;;94400;Vitry-sur-Seine;;;;http://www.mairie-vitry94.fr/culture/ecoles-municipales-artistiques/conservatoire-de-musique/;48.7874511,2.3975587
95;Espace André Malraux d'Herblay;La Luciole;5 chemin de Montigny;;95220;Herblay;eam@herblay.fr;01 30 26 19 15;01 30 26 13 22;http://www.mjcherblay.org;48.9912509,2.1739632
95;Centre culturel Pablo Picasso;Rue Guy de Maupassant;;;95370;Montigny-lès-Cormeilles;;01 30 26 30 50;;;48.99671960000001,2.200467
91;Conservatoire municipal Claude Debussy à Savigny-sur-Orge;25 Grande rue;;;91600;Savigny-sur-Orge;;01 69 44 15 75;;http://www.savigny.org/;48.67663169999999,2.3551058
92;Centre Georges Gorse;22 rue de la Belle-Feuille;;;92100;Boulogne-Billancourt;;;;;48.837042,2.2436461
92;L'Atrium;3, parvis Robert Schuman;;;92370;Chaville;atriumdechaville@atriumdechaville.fr;01 47 09 70 70;01 47 09 70 73;;48.8130342,2.1921547
93;Espace Synesthésie;15 rue Denfert-Rochereau;;;93200;Saint-Denis;agenda@synesthesie.com;01 40 10 80 78;01 40 10 80 78;http://www.synesthesie.com/;48.9322507,2.350409
93;Médiathèque Don Quichotte à Saint-Denis;120 avenue du Président Wilson;;;93210;Saint-Denis La Plaine;florence.schreiber@plainecommune.com.fr;01 55 93 48 70;;http://www.mediatheques-plainecommune.fr/;48.9085681,2.3587492
75;Aktéon Théâtre;11, rue du Général-Blaise;;;75011;Paris 11;akteon.theatre@wanadoo.fr;01 43 38 74 62;01 43 38 47 58;http://www.akteon.fr;48.86178750000001,2.3781617
75;Le Zèbre;61-63, boulevard de Belleville;;;75011;Paris 11;lezebre.paris@wanadoo.fr;01 43 55 55 55;01 43 55 55 90;http://www.lezebre.com;48.8701947,2.3787852
75;Péniche El Alamein;Quai François Mauriac;Port de la gare;;75013;Paris 13;bateaulalamein@yahoo.fr;06 82 04 82 46;;;48.8348235,2.3771864
75;Bibliothèque Place des Fêtes à Paris;18 rue Janssen;;;75019;Paris 19;bibliotheque.place-des-fetes@paris.fr;01 42 49 55 90;;;48.8793745,2.397682
77;Centre culturel et sportif Saint-Ayoul;10, rue du Général Delort;;;77160;Provins;centreculturel@mairie-provins.fr;01 60 52 20 10;01 60 52 20 06;http://www.mairie-provins.fr;48.5594954,3.3054776
75;Centre culturel suisse;32-38, rue des Francs-Bourgeois;;;75003;Paris 03;ccs@ccsparis.com;01 42 71 44 50;01 42 71 51 24;http://www.ccsparis.com;48.85827399999999,2.359646
75;Centre Culturel Canadien;5 rue de Constantine;;;75007;Paris 07;infos@www.canada-culture.org;01 44 43 21 90;01 44 43 21 99;;48.86052970000001,2.3150056
75;L'Atelier de La Bonne Graine;16, passage de la Bonne Graine;;;75011;Paris 11;poudre_de_sourire@yahoo.fr;01 43 57 40 47;;http://atelierbonnegraine.free.fr/;48.8524309,2.3766395
77;Espace Charles Vanel;22, boulevard du Maréchal-Galliéni;;;77400;Lagny-sur-Marne;direction-culturel@lagny-sur-marne.fr;01 64 12 47 50;01 64 12 47 55;http://www.lagny-sur-marne.fr;48.876556,2.707376
91;Centre Musical Artistique;Espace Jean-Wiener;rue Salvador-Allende;;91700;Fleury-Mérogis;cma@mairie-fleury-merogis.fr;01 60 16 84 29;;http://www.mairie-fleuris-merogis.com;48.639701,2.360299
92;Espace Icare;31, boulevard Gambetta;;;92130;Issy-les-Moulineaux;;01 40 93 44 50;01 40 93 46 07;;48.827591,2.2769952
92;Espace Grésillons;30/40, rue François Kovac;;;92230;Gennevilliers;spectacles@ville-gennevilliers.fr;01 40 85 60 31 ou 01 40 85 60 32;01 41 47 96 92;;48.9177191,2.3009245
93;Espace Khiasma;15 rue Chassagnolle;;;93260;Les Lilas;info@khiasma.net;01 43 60 69 72;;http://www.khiasma.net;48.8754004,2.4142955
95;Maison pour Tous de Bouffémont;1, rue Jean-Baptiste Clément;;;95570;Bouffémont;kpagnod@ville-bouffemont.fr;01 39 91 60 13;;;49.0424862,2.3186657999999998
91;Château du Grand Veneur à Soisy-sur-Seine;Rue du Grand Veneur;;;91450;Soisy-sur-Seine;;01 69 22 32 32;;http://www.agglo-seinessonne.fr/grand-veneur-soisy.php;48.6496972,2.4531178
94;Salle des fêtes de Saint-Mandé;10, place Charles Digeon;;;94160;Saint-Mandé;;;;;48.8435334,2.4189588
75;Maison du Danemark;142 avenue des Champs-Élysées;;;75008;Paris 08;mdd@maisondudanemark.dk;01 44 31 21 21;01 44 31 21 88;http://www.maisondudanemark.dk;48.8729541,2.2987248
75;Le Petit Hébertot;78 bis, boulevard des Batignolles;;;75017;Paris 17;;;;;48.882011,2.319026
75;Théâtre de La Reine Blanche;2 bis, passage Ruelle;;;75018;Paris 18;;;;http://www.reineblanche.com;48.8867083,2.3582251
78;Centre Culturel des Arcades;Place de la République;;;78530;Buc;;01 39 20 71 37;01 39 20 71 55;;48.7754322,2.1269261
91;Centre culturel de Fleury-Mérogis;11 rue Roger Clavier;;;91700;Fleury-Mérogis;culturel@mairie-fleury-merogis.fr;01 69 46 72 09;;;48.630463,2.3612501
92;Médiathéque Jules Verne à Puteaux;4 rue Marcelin Berthelot;;;92800;Puteaux;jverne-jeunesse@mairie-puteaux.fr;01 41 02 38 49;;http://www.bibliotheques.puteaux.fr/;48.8882397,2.2323523
93;Salle de cinéma André Malraux;25 cours de la République;;;93140;Bondy;;01 48 50 54 61;01 48 50 40 97;;48.9016094,2.480013
93;Médiathèque du Temps libre à Stains;30-34 avenue George Sand;;;93240;Stains;;01 71 86 33 54;;http://www.mediatheques-plainecommune.fr/;48.949293,2.375045
93;Salle Jacques Brel de Pantin;42, avenue Edouard Vaillant;;;93500;Pantin;;;;;48.9007213,2.3950689
95;Médiathèque municipale André Cancelier du Sannois;Square Jules Ferry;;;95110;Sannois;mediatheque@sannois.org;01 39 81 80 17;;http://www.ville-sannois.org;48.9696329,2.2572453
75;Espace Beaujon;208, rue du faubourg Saint-Honoré;;;75008;Paris 08;info@ebeaujon.org;01 42 89 17 32;01 53 76 00 84;http://www.ebeaujon.org;48.8752702,2.3047383
75;Instituto Cervantes à Paris;7 rue Quentin Bauchart;;;75008;Paris 08;cultupar@cervantes.es;01 40 70 92 92;01 47 20 27 49;http://paris.cervantes.es;48.86920139999999,2.2997077
75;Théâtre des Champs Élysées;15, avenue Montaigne;;;75008;Paris 08;;01 49 52 50 00;;http://www.theatrechampselysees.fr;48.865678,2.303228
75;Théâtre La Bruyère;5, rue La Bruyère;;;75009;Paris 09;la.bruyere@wanadoo.fr;01 48 74 88 21;01 40 23 94 51;http://www.theatrelabruyere.com/;48.87895049999999,2.3363533
75;Théâtre du Gymnase - Marie Bell;38, boulevard Bonne-Nouvelle;;;75010;Paris 10;theatredugymnase@msn.com;01 42 46 15 11;01 45 23 19 24;http://www.theatredugymnase.com;48.870841,2.347769
75;Théâtre du Temps;9, rue du Morvan;;;75011;Paris 11;programmation@theatredutemps.fr;01 43 55 10 88;;http://www.theatredutemps.fr;48.86010539999999,2.3817499
75;Au Magique;42, rue de Gergovie;;;75014;Paris 14;havet@aumagique.com;01 45 42 26 10;;http://www.aumagique.com;48.8331668,2.3158605
75;Ciné 13 Théâtre;1, avenue Junot;;;75018;Paris 18;ciné13théâtre@wanadoo.fr;01 42 51 13 79;01 42 54 73 42;http://www.cine13-theatre.com;48.88756350000001,2.3372608
75;Glazart;7-15 Avenue de la Porte de la Villette;;;75019;Paris 19;hello@glazart.com;01 40 36 55 65;01 40 36 09 50;http://www.glazart.com;48.899288,2.386694
75;Théâtre Darius Milhaud;80, allée Darius Milhaud;;;75019;Paris 19;tdm4@orange.fr;01 42 01 92 26;01 42 49 00 22;http://www.theatredariusmilhaud.fr;48.8859779,2.3931757
75;Médiathèque Marguerite Duras à Paris;115 rue de Bagnolet;;;75020;Paris 20;mediatheque.marguerite-duras@paris.fr;01 55 25 49 10;;;48.8599582,2.4036253
77;Le Millénaire;3, place du 19 mars 1962;BP 147;;77547;Savigny-le-Temple cedex;millenaire@savigny-le-temple.fr;01 64 10 19 60;01 64 10 19 69;http://www.lemillenaire.net;48.595655,2.5825032
78;Médiathèque des Mureaux;rue Joseph Hémard;;;78130;Les Mureaux;;01 30 91 24 30;;http://www.lesmureaux.fr/index.php/La+M%26eacute%3Bdiath%26egrave%3Bque?idpage=276;48.9885419,1.9135749
78;Le Cratère;1 rue Jean Moulin;;;78730;Saint-Arnoult-en-Yvelines;pao@say78.fr;;;http://www.lecratere.net;48.5720101,1.9353261
91;Le Rack'Am;12, rue Louis Armand;;;91220;Brétigny-sur-Orge;lerackam@mairie-bretigny91.fr;01 60 85 10 37;01 60 85 10 60;http://www.lerackam.com;48.6214038,2.30972
91;Salle des fêtes de Montgeron;121 bis, avenue de la République;;;91230;Montgeron;;;;http://www.montgeron.fr/Salles-municipales.html;48.70052949999999,2.4670679
92;Théâtre des Sources;8 avenue Jeanne et Maurice Dolivet;;;92260;Fontenay-aux-Roses;com.theatresources@wanadoo.fr;01 41 13 40 80;01 41 13 40 89;;48.79156039999999,2.2897838999999998
92;Le Centre Culturel le Colombier;Place Charles de Gaulle;;;92410;Ville-d'Avray;direction@mptva.com;;;;48.82649620000001,2.1892559
93;MC 93 Bobigny;1, boulevard Lénine;;;93000;Bobigny;contact@MC93.com;01 41 60 72 60;01 41 60 72 61;http://www.mc93.com;48.9067523,2.4422489
93;Théâtre équestre Zingaro;176 Avenue Jean Jaurès;;;93300;Aubervilliers;info@acadequestre.fr;01 48 39 18 03;;http://www.bartabas.fr;48.9135542,2.40318
94;Médiathèque municipale Jules Vernes à Bry-sur-Marne;28 rue des Tournanfis;;;94360;Bry-sur-Marne;mediatheque@bry94.fr;01 47 06 57 03;01 47 06 54 01;http://www.bry94.fr/bry/72.htm;48.840194,2.5313558
95;Centre Cyrano;Place du Général Leclerc;;;95110;Sannois;cyrano.sannois@wanadoo.fr;01 39 81 80 55;01 39 81 69 70;;49.004972,2.259901
75;Forum culturel autrichien;17 avenue de Villars;;;75007;Paris 07;;01 47 05 27 10;;http://www.fca-fr.com;48.8519182,2.3138044
75;Théâtre Ouvert - Centre dramatique national de création;Jardin d'Hiver;4 bis, cité Véron;;75018;Paris 18;;01 42 55 74 40;01 42 55 55 40;http://www.theatre-ouvert.net;48.88483,2.332291
75;Centre de Russie pour la science et la culture;61 rue Boissière;;;75116;Paris 16;ruscentr@wanadoo.fr;01 44 34 79 79;01 47 27 12 45;http://www.russiefrance.org;48.868275,2.2875107
77;Théâtre des arts et cultures / Espace Lino Ventura;Place de l'Appel du 18 juin 1940;;;77200;Torcy;culturel@mairie-torcy.org;01 60 37 37 61;01 60 37 37 36;http://www.ville-torcy.fr;48.849672,2.6522490999999997
78;La Médiathèque de Sartrouville;9 place des Fusillés;;;78500;Sartrouville;mediatheque@ville-sartrouville.fr;01 39 15 15 35;;http://www.sartrouville.fr/loisirs/la-culture/les-bibliotheques/la-mediatheque/;48.93778589999999,2.1581859
91;Salle Pablo Neruda à Morsang-sur-Orge;Allées des Pervenches;;;91390;Morsang-sur-Orge;;;;;48.6497485,2.3487598
92;La Forge;19 rue des Anciennes Mairies;;;92000;Nanterre;contact@laforge-theatre.com;01 47 24 78 35;;http://www.laforge-theatre.com;48.8921104,2.1979218
92;Le Cube - centre de création numérique;20 cours Saint-Vincent;;;92130;Issy-les-Moulineaux;;;;http://www.lesiteducube.com;48.81897499999999,2.254003
93;Association Africa;3, place Georges Braque;;;93120;La Courneuve;africa93@noos.fr;01 48 36 95 74;01 48 37 48 11;;48.9258378,2.3785747
95;MJC La Lucarne à Louvres;161, rue de Paris;;;95380;Louvres;la-lucarne.mjc@wanadoo.fr;01 34 68 89 25;;http://mjclalucarne.fr/;49.0465489,2.5103573
75;Café théâtre Oscar;155 rue Montmartre;;;75002;Paris 02;;01 42 21 09 61;01 42 06 77 48;;48.870695,2.3425542999999998
77;Centre culturel de la Ferme des Communes;;;;77700;Serris-Val d’Europe;culture@mairie-serris.net;01 60 43 25 21;01 64 63 36 96;;48.84432,2.788231
78;Bibliothèque municipale de Villennes-sur-Seine;Place de la Libération;;;78670;Villennes-sur-Seine;bibliotheque.villennes-sur-seine@wanadoo.fr;01 39 08 00 96;;http://www.ville-villennes-sur-seine.fr/;48.9397998,1.9990491
92;Carré Belle Feuille;60, rue Belle Feuille;;;92100;Boulogne-Billancourt;infoscbf@mairie-boulogne-billancourt.fr;01 55 18 54 00;;;48.8366266,2.2439067
93;Centre culturel Jean-Cocteau;35 place Charles de Gaulle;;;93260;Les Lilas;;;;;48.8826808,2.4191798
94;Le Hangar - Le Tremplin;3-5 rue Raspail;;;94200;Ivry-sur-Seine;hangar@ivry94.fr;01 72 04 64 25;;http://lehangar94.fr;48.811265399999996,2.3877042
75;Centre Jean Dame;17 rue Léopold Bellan;;;75002;Paris 02;alexandre.gibert@paris.fr;01 55 80  78 35;;;48.8665516,2.345287
95;"Médiathèque intercommunale André Malraux&#65279; à Ermont";9 rue de la République;;;95120;Ermont;mediatheque.ermont@val-et-foret.fr;01 34 44 19 99;01 34 44 19 91;http://www.ville-ermont.fr/culture/les-bibliotheques/les-bibliotheques/;48.9888548,2.2595106
95;Bibliothèque Intercommunale Anna Langfus à Sarcelles;37 boulevard Henri Bergson;;;95200;Sarcelles;jbmarchesi@agglo-valdefrance.fr;01 39 93 27 80;;http://www.agglo-valdefrance.fr/;48.9767235,2.3768554
95;Studio du Val;5 allée Soulezard;;;95100;Argenteuil;studiorepetitions@ville-argenteuil.fr;01 39 80 26 98;;;48.9531666,2.2294027
92;Salle Jean Renoir;7 villa des Aubépines;;;92270;Bois-Colombes;;01 47 81 37 97;;http://www.bois-colombes.com;48.914101,2.2700177999999998
93;Centre culturel André Malraux du Bourget;(Service culturel de la ville);10 avenue Francis de Pressensé;;93350;Le Bourget;sandrine.ayrole@ville-lebourget.fr;01 48 38 50 14;01 48 38 52 51;;48.9323351,2.4247362
94;Conservatoire de Musique et de Danse Maurice Ravel au Perreux-sur-Marne;62 avenue Georges Clemenceau;;;94170;Le Perreux-sur-Marne;;01 48 71 53 88;;http://www.leperreux94.fr/-Conservatoire-de-Musique-et-de-Danse-Maurice-Ravel-;48.841295,2.504625
75;Bibliothèque Germaine Tillion à Paris;6 rue du Commandant Schloesing;;;75016;Paris 16;bibliotheque.germaine-tillion@paris.fr;01 47 04 70 85;;;48.861891,2.2846598
77;Théâtre municipal;Rue du Général De Gaulle;;;77120;Coulommiers;;01 64 20 64 42;;;48.8118813,3.0842186
78;Théâtre de l'Octroi;C 3 M;3, rue des Missionnaires;;78000;Versailles;c3m.octroi@wanadoo.fr;01 39 51 01 27;01 39 51 34 36;http://www.c3m-octroi.com/informations.html;48.81315480000001,2.1286116
75;Sentier des Halles;50, rue d'Aboukir;;;75002;Paris 02;;01 42 61 89 90;01 42 61 89 96;http://www.sentierdeshalles.fr;48.867394,2.3455999
75;Le Passage vers les étoiles;17, cité Joly;;;75011;Paris 11;passageversetoiles@free.fr;01 43 38 83 45;;http://passage.vers.etoiles.free.fr/;48.8627422,2.3826582
75;Théâtre Silvia Monfort à Paris;Parc Georges Brassens;106 rue brancion;;75015;Paris 15;philippe.cumer@lemonfort.fr;01 56 08 33 88;01 45 31 15 71;http://www.lemonfort.fr;48.83079739999999,2.3001766
94;Salle des fêtes Pierre Martin;Avenue du Docteur Calmette;;;94290;Villeneuve-le-Roi;;;;http://www.villeneuve-le-roi.fr;48.73818350000001,2.4176268
94;Salle Georges Brassens;4 rue Boïeldieu;;;94350;Villiers-sur-Marne;;01 49 30 70 69;;;48.8265258,2.5418729
95;Centre des Arts d'Enghien;12-16 rue de la Libération;;;95880;Enghien-les-Bains;accueilcda@cdarts.enghien95.fr;01 30 10 88 91;01 30 10 88 99;http://www.cda95.fr;48.9717445,2.3049758
78;Maison d'Elsa Triolet et Aragon;Moulin de Villeneuve;;;78730;Saint-Arnoult-en-Yvelines;;01 30 41 20 15;01 30 41 43 92;http://www.maison-triolet-aragon.com;48.568133,1.925675
78;Espace Culturel Louis Armand;142, rue Louis Armand;;;78955;Carrières-sous-Poissy;service.culture@carrieres-sous-poissy.fr;01 34 01 19 30;01 34 01 19 31;http://www.espaceculturel-louisarmand.fr/;48.95137889999999,2.0368696
78;Espace culturel Decauville;5 place de la division Leclerc;;;78960;Voisins-le-Bretonneux;;01 30 44 29 28;;http://www.voisins78.fr/index.php/fr/culture-a-sport/culture;48.758866,2.049707
92;Théâtre de Montrouge;2, place Émile Cresp;;;92120;Montrouge;;01 46 12 75 70;;;48.81910329999999,2.319426
92;La fabrique des Arts;21 ter boulevard Stalingrad;;;92240;Malakoff;direction@theatre71.com;01 55 48 91 00;;http://www.theatre71.com;48.8117308,2.2949435
92;Comité des spectacles de Ville d'Avray;Maison des associations;place Charles de Gaulle;;92410;Ville-d'Avray;;01 41 15 25 25;01 47 09 58 48;http://comitedesspectacles.over-blog.com/;48.82649620000001,2.1892559
93;Médiathèque de Bagnolet;1 rue Marceau;;;93170;Bagnolet;mediatheque@ville-bagnolet.fr;;;http://mediatheque.ville-bagnolet.fr/;48.8680771,2.4170669
93;Médiathèque Gulliver à Saint-Denis;7 rue du Plouich;;;93200;Saint-Denis;florence.schreiber@plainecommune.com.fr;01 49 71 36 60;;http://www.mediatheques-plainecommune.fr/;48.9417209,2.3811107
93;Médiathèque Henri Michaux à Aubervilliers;27 bis rue Lopez et Jules Martin;;;93300;Aubervilliers;marion.degueurse-Giuliani@plainecommune.fr;01 48 34 33 54;;http://www.mediatheques-plainecommune.fr/;48.9146592,2.3993247
94;Conservatoire à rayonnement régional de Saint-Maur;25 rue Kr¸ger;;;94100;Saint-Maur-des-Fossés;;01 48 83 14 67;;http://www.saint-maur.com/;48.798977,2.491835
75;Théâtre du Petit Saint Martin;17 rue René Boulanger;;;75010;Paris 10;;;;http://www.petitsaintmartin.com/;48.8692484,2.3568059999999997
75;Satellit Café;44, rue de la Folie-Méricourt;;;75011;Paris 11;;01 47 00 48 87;;http://www.satellit-cafe.com;48.86361309999999,2.3723665
75;Théo-Théâtre;20, rue Théodore-Deck;;;75015;Paris 15;;01 45 54 00 16;01 45 58 66 90;http://www.theotheatre.com;48.8371751,2.2888634
75;Théâtre des Deux Rêves;5, passage de Thionville;;;75019;Paris 19;pandobastille@gmail.com;01 48 03 49 92;;http://www.deuxreves.org;48.88798329999999,2.3820727
75;Le Palais des Glaces;37, rue du Faubourg-du-Temple;;;75010;Paris 10;palaisdesglaces2@wanadoo.fr;01 42 02 05 25;01 42 02 10 25;http://www.palaisdesglaces.com;48.8691104,2.3683897
75;Péniche Anako;Bassin de la Villette;Face au 61 quai de la Seine;;75019;Paris 19;admin@penicheanako.org;;;http://peniche.anako.com/;48.8875478,2.3760476
75;Chez Pascaline;49, rue de Pixericourt;;;75020;Paris 20;;01 44 62 22 80;;;48.872847,2.396057
77;Espace Nino Ferrer;Place Paul Bert;;;77190;Dammarie-les-Lys;enf@mairie-dammarie-les-lys.fr;01 60 56 95 20;;;48.514605,2.634704
77;La Ferme du Buisson, Scène nationale de Marne-La-Vallée;Allée de la Ferme;Noisiel;;77448;Marne-la-Vallée cedex 2;;01 64 62 77 00;01 64 62 77 99;http://www.lafermedubuisson.com;48.8448064,2.6250278
78;Bibliothèque du Château à Plaisir;282 Rue de la Bretéchelle;;;78370;Plaisir;;01 30 79 63 17;;http://www.ville-plaisir.fr/;48.81651309999999,1.9544953999999999
78;Bibliothèque Jules Verne à Houilles;7 rue du Capitaine Guise;;;78800;Houilles;bm@ville-houilles.fr;01 39 68 68 20;01 39 68 89 09;http://www.bm-houilles.fr;48.9232665,2.1918361
92;Médiathèque de Sèvres;8 rue de Ville d'Avray;;;92310;Sèvres;;01 41 14 12 01 (Direction);;http://www.ville-sevres.fr/ewb_pages/b/bibliotheque-infos-pratiques.php;48.824412,2.2085758
92;Conservatoire de musique, danse, arts dramatiques de Chaville;3, parvis Robert Schuman;;;92370;Chaville;;01 41 15 96 60;01 41 15 96 64;;48.8130342,2.1921547
93;Médiathèque André Breton à Aubervilliers;1 rue Bordier;;;93300;Aubervilliers;marion.degueurse-Giuliani@plainecommune.fr;01 71 86 35 35;;http://www.mediatheques-plainecommune.fr/;48.9031121,2.3879704
93;Théâtre des frères poussière;6 rue des Noyers;;;93300;Aubervilliers;equipe@freres-poussiere.com;01 43 52 10 98;;;48.9158261,2.3836168
94;Maison des Associations de L'Hay-les-Roses;Moulin de la Bièvre;73 avenue Larroumès;;94240;L'Ha?-les-Roses;maclhay@yahoo.fr;01 41 98 36 90;01 41 98 36 98;http://www.mac-lhay.com/index.htm;48.775481,2.326084
75;Bibliothèque Marguerite Audoux;10 rue Portefoin;;;75003;Paris 03;bibliotheque.marguerite-audoux@paris.fr;01 44 78 55 20;;;48.8635945,2.360135
75;Bibliothèque François Villon à Paris;81 boulevard de la Villette;;;75010;Paris 10;bibliotheque.francois-villon@paris.fr;01 42 41 14 30;;;48.8772136,2.3707779
77;Espace Prévert - Scène du Monde;4 place du Miroir d'Eau;Plessis-le-Roi;;77176;Savigny-le-Temple;info@scenedumonde.fr;01 64 10 55 10;01 64 10 55 19;http://www.scenedumonde.fr/;48.6017595,2.5671346
77;MJC Boris Vian de Pontault Combault;14 rue de Bellevue;;;77345;Pontault-Combault;mjcborisvian@free.fr;01 60 28 62 40;01 60 29 55 39;http://www.mjcpontault.asso.fr;48.8021292,2.6121065999999997
